Age,Gender,Married,Salary,Annual Spend
30.1,Female,Single,21829.83,2316.28
53,Male,Married,49923.1,3099.28
55.2,Male,Married,58006.26,2762.51
43.8,Female,Married,37161.17,1767.87
27.2,Male,Single,33558.24,100
18.4,Male,Single,25144.05,2048.73
68.1,Male,Married,49723.67,3018.97
62.5,Male,Married,50931.7,2904.55
34.5,Female,Married,39414.66,2450.42
24.5,Male,Single,30296.24,100
25.5,Male,Single,30538.47,100
63.5,Male,Married,55562.65,3229.13
30,Female,Single,26657.82,2023.5
66.4,Female,Married,41510.67,2662.17
29.1,Female,Single,25573.33,2899.45
47.3,Female,Married,26398.4,3130.58
56.5,Female,Married,41295.16,2740.18
59.9,Male,Married,49464.46,3298.97
80,Male,Married,63137.9,3837.79
47.9,Male,Married,58050.21,3047.43
50.9,Female,Married,38421.75,2927.47
23.8,Male,Single,29985.7,392.99
26.4,Male,Single,32016.24,322.61
34.7,Female,Single,24527.93,1423.29
52.6,Female,Married,37295.15,3069.64
48.2,Male,Married,58189.27,3425.64
58.8,Male,Married,58501.96,3259.42
50.4,Female,Married,34893.45,2356.34
34.9,Female,Single,20671.87,3287.75
22.8,Female,Single,18866.86,2482.15
46.3,Female,Married,39972.01,2736.55
19.3,Male,Single,30737.97,407.71
54.4,Female,Married,36576.48,1947.49
22.5,Male,Single,25759.28,100
23.9,Female,Single,23913.08,1846.81
31.1,Male,Single,26182.01,301.49
58.6,Male,Married,58653.38,3359.44
57,Male,Married,60754.29,3821.2
22.7,Female,Single,24511.02,1628.69
30.6,Female,Single,24274.22,2069.47
47.2,Female,Married,36685.86,2740.58
52.5,Female,Married,40720.83,2176.11
30.3,Female,Single,23695.76,2044.95
75.6,Male,Married,54187.26,3321.72
28.4,Male,Single,27963.7,974.44
22.4,Male,Single,29482.23,655.2
53.7,Female,Married,48029,3873.93
62.9,Male,Married,56454.52,3329.23
25.6,Male,Single,30952.68,250.12
22.9,Male,Single,27523.71,197.38
59.1,Female,Married,39128.27,3459.07
45.2,Female,Married,37528.93,3187.23
25.4,Male,Single,28836.71,669.39
36.5,Male,Married,46508.79,3349.76
25.2,Female,Single,19026.53,1353.23
27.1,Male,Single,27523.28,391.24
47.8,Female,Married,34755.04,2889.72
41.3,Female,Married,38893.66,1351.45
37.5,Female,Married,33686.65,3356.29
50.3,Female,Married,37480.18,2029.9
35.2,Female,Single,27566.93,1507.19
54.1,Male,Married,48365.1,3404.8
65.7,Male,Married,47698.38,3172.59
62.8,Female,Married,38109.34,3267.94
31.5,Female,Single,25581.92,2330.44
48.7,Female,Married,29256.78,3394.81
48.8,Female,Married,41275.03,3530.63
25.7,Female,Single,25787.26,2786.34
22.7,Male,Single,31748.83,270.97
44.5,Male,Married,60433.2,3532.41
47.8,Female,Married,28177.69,3842.14
39.3,Female,Married,42491.84,2766.5
23.7,Male,Single,34040.51,961.02
60.6,Male,Married,57917.08,2898.96
41.9,Female,Married,31904.31,3163.07
26.7,Male,Single,28356.03,100
34.8,Female,Single,26226.76,2877.21
65.2,Male,Married,50936.59,2196.26
18.3,Male,Single,25757.3,879.53
34.4,Female,Married,32466.07,2168.12
30.1,Female,Married,42558.01,4180.38
60.3,Male,Married,52701.06,2633.24
45.3,Male,Married,58506.01,2991.71
50.7,Female,Married,32555.15,2950.66
61,Male,Married,54341.42,3425.17
29.1,Male,Single,31881.9,737.05
36.5,Female,Single,25023.74,2797.33
45.8,Female,Married,29882.09,2748.37
49.1,Female,Married,40608.95,2299.98
29.8,Male,Single,29976.19,1492.27
27.9,Male,Single,37735.2,1218.26
23.4,Male,Single,27063.76,250.35
21.7,Male,Single,31075.42,345.45
46.6,Male,Married,55207.65,3831.06
20.5,Male,Single,33358.61,311.43
32,Female,Single,19702.91,1805.96
53.8,Female,Married,40054.47,2341.59
51.2,Female,Married,31969.21,2298.95
26.4,Male,Single,36891.63,100
30.1,Male,Single,33055.58,880.44
60.8,Female,Married,34321.63,2377.65
51.8,Female,Married,42986.16,3071.08
40,Male,Married,59124.13,3190.75
59.2,Male,Married,59575.08,1784.05
57.9,Female,Married,46357.55,3836.05
25.2,Female,Single,23781.81,1553.29
20.9,Male,Single,31009.97,705.03
50.8,Female,Married,48692.18,2538.73
53,Female,Married,34563.69,3084.23
27,Female,Single,24583.02,969.29
18,Male,Single,34271.96,305.97
24.2,Male,Single,33377.87,643.62
42.2,Female,Married,29638.72,3197.19
28.6,Female,Single,22597.92,2538.56
24.8,Female,Single,22306,981.45
62.1,Male,Married,52570.05,2232.82
57.7,Female,Married,46548.59,2790.06
56.9,Female,Married,39978.82,2978.96
62.4,Male,Married,56501.81,3218.83
38.7,Female,Married,35612.82,2746.72
35.1,Female,Single,24616.14,1533.47
52.3,Female,Married,30902.56,2587.13
47.7,Female,Married,36328.76,2948.62
29.7,Male,Single,26339.22,1020.3
48.2,Female,Married,36429.24,2756.27
52.3,Male,Married,51780.42,2526.94
27.4,Female,Single,26552.75,1634.33
42.8,Male,Married,51471.33,2622.04
55.6,Female,Married,38480.33,2878.01
73.7,Male,Married,58015.6,3560.42
32.8,Female,Single,17249.01,2025.05
54.5,Female,Married,31668.77,2865.4
33.7,Female,Single,24757.02,2710.69
45.3,Male,Married,44132.09,2953.5
27.8,Female,Single,25389.44,1730.65
18,Female,Single,19574.45,1889.05
46,Female,Married,42279.31,3331.56
24,Male,Single,32727.5,100
19.9,Male,Single,26827.72,420.92
64,Female,Married,45940.19,1941.58
39.2,Female,Single,22453.74,2502.07
46.2,Female,Married,32504.74,2880.3
29.4,Male,Single,33706.07,100
64.7,Male,Married,62070.13,2904.49
18,Male,Single,34226.4,238.37
33.4,Female,Single,19524.22,1711.47
66.5,Male,Married,46519.13,3883.62
62.6,Male,Married,49991.05,2974.19
47,Female,Married,33552.1,2585.48
21.4,Male,Single,31857.14,1005.19
28.5,Female,Single,21304.06,1882.48
53.8,Female,Married,39848.67,2256.05
56,Male,Married,56955.22,2996.58
28.2,Female,Single,24462.36,1264.4
61.3,Female,Married,36142.88,3149.92
23.7,Female,Single,21778.97,2876.2
56.6,Male,Married,55036.61,4111.54
25.5,Male,Single,31912.1,1037.14
55.7,Male,Married,59922.9,4063.34
50.9,Female,Married,47395.32,2269.29
24.8,Male,Single,30183.52,342.96
41.8,Female,Married,32318.62,1823.68
26.3,Female,Single,28035.19,2130.43
28.4,Female,Single,22074.95,1330.01
54.2,Female,Married,37764.64,1559.14
53.6,Female,Married,35504.49,3871.5
41.7,Female,Married,37143.93,2294.89
52.3,Male,Married,55092.27,3272.12
43.1,Female,Married,35821.89,3268.42
62.2,Male,Married,49916.44,4032.8
33,Female,Single,23408.62,1708.26
45.3,Female,Married,37145.38,3587.57
24,Female,Single,26414.26,3067.39
24.1,Male,Single,33174.2,985.31
20.4,Male,Single,31577.69,359.5
26.3,Female,Single,25279.06,1842.93
23.5,Male,Single,29374.63,684.76
55,Male,Married,58322.02,2942.7
49.3,Male,Married,49899.03,2754.71
25.8,Male,Single,30667.36,337.24
63.5,Male,Married,47434.31,3641.82
25,Female,Single,26595.56,2774.94
49.4,Male,Married,56814.39,3109.8
22.7,Male,Single,31143.16,966.12
26.1,Female,Single,22256.74,2090.27
50.4,Male,Married,53408.58,3404.98
21.6,Male,Single,30548.51,868.88
20.9,Female,Single,18755.05,2194.59
27.1,Male,Single,34848.34,168.09
48.4,Female,Married,37864.68,3225.82
37.2,Female,Single,25389.39,972.2
25.4,Female,Single,18718.07,2593.85
60,Male,Married,56534.12,3615.32
29,Female,Single,28135.01,2806.95
25.5,Female,Single,22381.71,1630.34
59.3,Male,Married,55927.11,3665.21
47.7,Female,Married,49548.63,2650.43
58.2,Male,Married,47859.92,1988.88
26.8,Male,Single,26711.09,1370.94
42.4,Female,Married,42189.74,1946.91
47,Female,Married,47531.78,2317.8
23.9,Male,Single,35131.14,1714.33
18,Male,Single,24878.62,985.81
64.8,Male,Married,58463.61,3096.04
24.2,Female,Single,24128.06,1159.83
21.5,Male,Single,28574.95,997.42
35.6,Female,Single,26203.2,980.74
26.4,Female,Single,25045.93,1361.76
29.9,Female,Single,25861.88,2249.21
53.5,Female,Married,30252.32,3067.9
20.1,Male,Single,30854.81,157.93
28.1,Male,Single,30820.86,100
31.2,Female,Single,25028.53,2312.13
18,Male,Single,33928.93,866.15
24.1,Female,Single,19479.22,2025.45
52.5,Male,Married,50524.13,3699.27
30.1,Female,Married,32905.09,2127.34
52.6,Female,Married,42760.6,2693.93
47.3,Female,Married,39516.62,2665.25
43.1,Female,Married,27276.21,2841.26
52.2,Male,Married,58134.91,3621.58
52.9,Female,Married,38314.44,3843.16
71.6,Male,Married,59360.97,2791.15
33.2,Female,Single,24223.29,2094.47
27.5,Female,Single,26317.47,2209.12
24.6,Male,Single,30871.62,193.07
21,Male,Single,24578.71,100
53.9,Female,Married,33515.53,2196.04
18.2,Male,Single,33096.55,157.23
61.6,Female,Married,32276.09,3520.18
57.1,Female,Married,38549.09,2986.98
28.9,Female,Single,23856.4,2176.17
18,Male,Single,26615.73,100
31.4,Female,Single,25681.41,3171.63
50.9,Male,Married,60780.94,3257.4
29.8,Female,Single,27934.27,1007.26
52.7,Male,Married,53795.03,3744.33
26.6,Male,Single,33664.57,100
67.3,Male,Married,61436.46,3572.08
20.2,Male,Single,30709.25,981.68
18.7,Male,Single,29123.15,100
26,Female,Single,28745.65,2178.54
25.8,Female,Single,25761.88,1124.84
48.5,Female,Married,35178.7,3620.95
53.7,Female,Married,38060.65,3489.05
23.8,Male,Single,25748.92,1082.86
61.8,Male,Married,53417.39,3291.93
33.8,Female,Single,17592.57,2096.92
54.1,Male,Married,57666.13,2532.12
55.6,Male,Married,55038.45,3013.96
48.4,Female,Married,32030.41,2778.35
48.3,Male,Married,58023.78,3865.68
41.4,Female,Married,43323.08,2296
24,Female,Single,21320.07,2109.46
27.6,Male,Single,29075.03,100
45.8,Male,Married,55542.91,3156.82
43.2,Female,Married,35984.51,3305.81
54.4,Female,Married,43513.08,2573.03
46.8,Female,Married,39233.84,2211.12
24.3,Female,Single,20795.71,2645.33
19.6,Male,Single,32202.59,1249.36
60.5,Female,Married,39061.11,3056.09
29.7,Female,Single,28322.58,2713.86
32.4,Female,Married,32495.42,3921.57
36.3,Female,Married,39275.76,2560.1
58.5,Male,Married,52240.76,2934.5
50.8,Male,Married,66733.21,3008.26
24.1,Male,Single,29582.84,561.16
60.3,Male,Married,57133.25,3712.32
43.2,Female,Married,39640.89,3346.23
38,Female,Married,44711.71,2422.83
28.8,Female,Single,21025.02,725.89
49.7,Male,Married,52041.23,2845.84
54.2,Male,Married,53752.39,2982.52
33.6,Female,Single,26284.43,2007.43
51.2,Male,Married,52155.98,3743.7
50.1,Female,Married,33480.1,2486.12
26.3,Male,Single,28199.37,363.71
29.5,Female,Single,23391.89,927.08
26.1,Female,Single,24188.17,3021.93
60.7,Female,Married,35396.52,2955.44
42.2,Female,Married,38224.29,2941.89
32.5,Female,Married,40745.95,2330.92
58.9,Male,Married,61599.53,2455.42
25.3,Female,Single,23024.69,2324.25
46.2,Female,Married,38292.12,3974.97
22.8,Male,Single,28496.88,643.08
22.4,Male,Single,34222.94,1764.24
43.9,Female,Married,38432.01,2550.55
57,Male,Married,55650.97,3063.39
59.9,Female,Married,33624.21,4270.01
53.6,Male,Married,55863.17,3387.81
53.8,Female,Married,38665.81,2919.73
60.4,Male,Married,59414.19,3192.75
53.1,Female,Married,46835.23,3119.08
18,Male,Single,27226.35,746.16
28.2,Male,Single,28633.77,124.91
24.3,Male,Single,28552.69,541.27
63.4,Male,Married,57904.69,3311.95
59.4,Male,Married,46433.14,3228.73
25.5,Male,Single,27731.19,549.82
51.7,Male,Married,61677.36,3376.51
53.7,Female,Married,40752.06,3104.17
71,Male,Married,54030.54,3592.75
48.7,Female,Married,33906.1,3216.6
25.5,Female,Single,26212.36,1983.97
30.9,Male,Single,25652.7,555.48
51,Female,Married,38902.73,2350.63
66.4,Male,Married,51646.48,3126.19
63,Female,Married,36580.21,3572.73
58.2,Female,Married,35627.11,2853.03
41.2,Female,Married,43900.71,2693.34
26.8,Female,Single,27521,2113.34
53,Female,Married,38532.82,2470.54
40.6,Female,Married,35073.29,2678.62
35.1,Female,Married,32743.54,3083.11
29.1,Female,Single,18959.75,2093.08
31,Male,Single,30454.74,100
25,Male,Single,26219.79,531.79
26.9,Male,Single,37492.07,1356.21
25.2,Male,Single,30925.87,100
53.4,Female,Married,43006.05,2881.92
32.1,Female,Single,25832.96,2950.47
70.4,Male,Married,43326.92,2769.97
56.2,Male,Married,52844.37,2695.48
22.9,Male,Single,32165.86,100
55.4,Male,Married,53383.56,3294.29
23.8,Female,Single,22000.81,2392.71
46.9,Female,Married,37480.08,3955.22
24.9,Female,Single,27198.71,956.01
29.5,Male,Single,31888.95,1394.99
45.4,Female,Married,32861.52,2633.12
77.3,Male,Married,58773.67,3978.46
32.8,Female,Married,36472.75,3458.59
52.6,Female,Married,32254.86,3176.2
23,Male,Single,24210.52,828.93
25.9,Female,Single,22901.34,1287.17
20,Male,Single,29969.09,100
56.1,Male,Married,49697.75,3135.94
41.5,Female,Married,33159.68,2849.86
36.7,Female,Married,41829.68,4001.58
35.4,Female,Married,35423.25,1579.65
26.3,Male,Single,24271.49,912.51
50.7,Male,Married,53810.83,2794.15
25.3,Male,Single,29616.7,100
54.8,Female,Married,39235.2,2924.81
53.6,Male,Married,60343.36,2780.01
21.1,Male,Single,28064.76,100
26.6,Female,Single,26515.47,864.59
79.4,Male,Married,57937.95,3545.67
53.3,Female,Married,37843.63,3451
28.1,Female,Single,23287.84,1820.2
26.3,Female,Single,24658.16,2457.85
30.3,Female,Single,22950.42,2705.57
24.1,Male,Single,29388.23,100
26.5,Female,Single,25979.05,2112.31
29.7,Male,Single,23329.47,441.04
44.9,Female,Married,39687.42,1549.12
58.8,Female,Married,45287.42,2609.99
38.6,Female,Married,39697.28,2585.71
29.5,Female,Single,25629.77,2539.6
27.3,Male,Single,35674.11,1115.45
26,Female,Single,28496.07,1953.56
18.4,Male,Single,34003.53,118.23
31.2,Female,Single,24794.25,2721.34
61,Male,Married,48061.49,2289.52
57,Male,Married,51067.41,4208.93
23.6,Male,Single,30557.31,634.81
38.4,Male,Married,54909.17,3524.61
38.9,Female,Single,21243.12,1640.46
69.6,Male,Married,54390.84,3180.81
58,Male,Married,52249.78,3450.66
20.8,Male,Single,29712.61,530.59
57.7,Male,Married,41668.75,2838.62
27.6,Female,Single,21658.04,2860.68
19.3,Male,Single,29435.28,778.4
27.9,Female,Single,24740.75,2637.81
23.6,Male,Single,35218.92,1137.92
44.6,Male,Married,49437.84,2999.17
25.8,Male,Single,39315.72,537.66
27.2,Male,Single,33037.74,669.65
18,Male,Single,31553.18,415.99
45.4,Female,Married,33666.81,2448.03
52,Male,Married,61052.06,2995.4
25,Female,Single,21960.44,1944.13
40.5,Female,Married,37215.25,1681.19
18,Male,Single,28664.78,403.72
45.6,Female,Married,32026.82,2638.46
30.3,Male,Single,29113.66,388.89
47.5,Female,Married,29926.1,3137.95
36.9,Female,Single,21305.64,1507.66
22.8,Male,Single,28550.08,100
22.7,Male,Single,27978.65,728.33
18,Female,Single,20557.26,1994.77
58.4,Male,Married,53108.38,3153.06
21.6,Male,Single,28851.75,454.85
67.9,Male,Married,45235.16,3160.91
26.6,Male,Single,32108.73,214.48
52.6,Female,Married,38961.05,1981.7
59,Male,Married,58266.39,2864.3
24.9,Male,Single,30443.61,582.93
30,Female,Single,23731.04,1800.07
49.1,Female,Married,33137.99,2790.95
32.6,Female,Single,20837.41,2658.27
57.7,Female,Married,41164.76,3896.88
65,Male,Married,48223.06,3944.38
54.1,Female,Married,45693.06,4196.04
31.6,Female,Single,24226.05,2219.02
73.1,Male,Married,53565.49,4032.89
22.4,Male,Single,28638.37,225.48
50.2,Female,Married,42116.32,2499.24
29,Female,Single,25075.94,1924.33
30.4,Male,Single,27066.12,100
29.5,Female,Single,25015.27,1507.73
58.6,Male,Married,47248.26,3552.81
39.8,Female,Married,39226.05,1894.14
33.6,Female,Single,27608.03,1832.81
26,Male,Single,30816.35,1075
48.2,Female,Married,35452.5,3145.22
29.9,Male,Single,27898.16,720.21
32.8,Female,Single,23838.8,1384.28
32.3,Female,Single,25597.73,1332.37
61.7,Male,Married,55951.82,3637.03
42.3,Female,Married,40534.55,2641.61
55.4,Male,Married,48084.89,3050.74
39.2,Female,Married,39779.85,2923.26
18,Male,Single,29466.92,100
27.2,Female,Single,18198.46,3434.57
44.1,Female,Married,45340.94,2899.79
33.5,Female,Single,22150.83,2117.9
27.3,Female,Single,25542.44,1707.68
55.3,Male,Married,58784.72,3300.61
37.4,Female,Single,28631.65,1901.95
34.1,Female,Single,22773.43,1789.45
49.5,Female,Married,37365.33,2509.27
31.4,Female,Single,27847.06,2166.72
29.6,Female,Single,20724.52,1301.16
54.6,Female,Married,37570.7,3062.17
51.1,Male,Married,55811.78,3189.07
49.9,Female,Married,35532.67,2555.98
54.8,Female,Married,30967.42,2545.16
55.6,Male,Married,55265.55,3390.71
44.7,Male,Married,56800.76,3666.83
56.1,Female,Married,40083.53,4009.45
62.9,Male,Married,47178.12,2648.73
23.7,Male,Single,25760.65,687.42
24.1,Male,Single,34043.98,100
67,Male,Married,50197.91,3524.3
38.5,Female,Single,24080.72,1433.62
34.9,Female,Married,38263.96,2461.2
59.1,Male,Married,53191.23,3397.84
23.7,Male,Single,30285.49,100
25,Male,Single,29252.93,367.76
40.1,Female,Married,37436.53,2489.39
68,Male,Married,55571.9,2772.43
42.9,Female,Married,40035.79,4045.37
21.3,Male,Single,31734.13,180.48
48.3,Female,Married,43125.16,2735.85
21.8,Male,Single,31222.63,783.66
18.3,Male,Single,30860.57,1311.65
22.6,Male,Single,31228.55,819.13
25.5,Female,Single,29862.98,3269.4
22.2,Female,Single,19690.99,2474.19
47.4,Male,Married,58159.5,3700.4
51.5,Male,Married,60974.95,2959.58
23.2,Female,Single,23975.35,3061.74
58.4,Female,Married,33539.55,3879.76
48.3,Female,Married,35031.64,2201.62
30.6,Female,Single,26298.11,1340.44
28.8,Female,Single,23237.3,1524.86
35.2,Female,Married,35702.43,3040.3
22.1,Male,Single,26511.17,457.97
23.9,Male,Single,32616.57,895.34
25.9,Male,Single,36556.36,320.35
23.8,Male,Single,27355.98,100
49.7,Female,Married,40262.79,1907.51
28.5,Female,Single,28582.66,2212.67
40.4,Female,Married,36153.91,2375.09
29.7,Female,Single,21517.37,2474.55
47.7,Female,Married,39758.46,2313.29
20.5,Male,Single,31844.77,100
48.5,Male,Married,50655.63,3118.32
23.6,Female,Single,23199.31,2892.2
66.8,Male,Married,50749.38,3223.69
48.1,Female,Married,43138.61,2575.72
40.4,Female,Married,35518.14,3999.35
28.9,Male,Single,29096.67,202.49
24.5,Male,Single,27732.48,100
21.9,Male,Single,29747.22,183.43
44.5,Female,Married,32613.92,3937.52
41,Female,Married,39687.55,2327.86
39.2,Female,Married,36477.25,3041.85
26.6,Female,Single,27667.03,2360.38
34.3,Female,Married,36833.39,2890.05
19.5,Male,Single,33006.64,711.21
25.9,Male,Single,33938,1190.78
30.4,Female,Single,27128.51,1312.86
18,Male,Single,28116.55,878.36
49.1,Female,Married,31029.79,2127.39
18,Male,Single,35900.49,270.71
41.7,Female,Married,24223.48,2687.47
32.2,Female,Single,23463.26,2289.78
26.7,Male,Single,28458.42,813.3
24,Male,Single,31990.72,166.14
19.7,Male,Single,26458.13,723
26.3,Female,Single,28178.36,1976.47
71.1,Male,Married,49229.08,2679.41
52.1,Male,Married,56215.79,3416.58
23.9,Female,Single,22855.15,1864.78
37,Female,Single,24865.67,1150.94
65.2,Male,Married,50967.79,3142.76
53.8,Female,Married,43693.26,3858.99
49.8,Female,Married,44145.99,3487.94
48.5,Male,Married,51078.68,3413.48
50.7,Female,Married,30519.38,3740
20.5,Male,Single,22901.82,100
26.6,Male,Single,30370.59,157.07
36.8,Female,Married,32085.16,2715.38
28.9,Female,Single,26232.66,1552.1
60,Male,Married,58597.21,3759.15
56.7,Female,Married,44298.31,3872.04
59.8,Male,Married,58221.04,3668.76
50.9,Female,Married,51681.2,2106.02
28.7,Male,Single,31823.57,1407.52
51,Male,Married,53818.58,3804.92
30.7,Female,Single,26538.3,2143.38
27.2,Male,Single,27024.69,100
51.7,Male,Married,62250.35,3411.08
51.1,Female,Married,33562.74,2694.36
27.7,Male,Single,32266.55,239.52
25.8,Male,Single,29115.09,361.11
24.8,Female,Single,25152.94,1670.81
20,Male,Single,27409.12,933.47
18,Male,Single,31427.27,987.84
21.9,Male,Single,28564.24,798.56
26.5,Male,Single,28860.95,559.1
46.3,Male,Married,51349.47,3976.61
23.5,Male,Single,36779.62,100
24.4,Female,Single,18960.99,1589.89
61,Female,Married,36985.68,2784.02
28.2,Female,Single,26267.46,2905.17
28.3,Female,Single,32626.16,2197.12
57.7,Female,Married,36383.63,3573.63
35.7,Female,Single,23233.49,2457.49
33,Female,Single,21050.1,1977.67
35.1,Female,Married,31627.64,2068.74
51.1,Female,Married,47909.98,3632.85
26.4,Male,Single,30670.42,1093.97
52.4,Female,Married,37883.35,3423.63
52.5,Female,Married,37492.3,2909.19
37.6,Female,Married,28935.55,3546.18
46.6,Male,Married,52957.68,3031.02
47,Male,Married,58107.58,3322.75
30.9,Female,Single,22735.92,3069.9
39.5,Female,Married,40046.54,2878.94
54.5,Female,Married,35009.07,3204.44
52.9,Male,Married,56157.59,2859.26
19.5,Male,Single,31112.35,1301.23
50.9,Male,Married,55937.3,2964.05
25.2,Male,Single,27334.71,316.56
64,Female,Married,44697.19,3004.35
23.1,Male,Single,27138.41,457.08
35.3,Female,Single,22548.97,1732.53
38.5,Female,Married,36103.24,3761.05
39.9,Female,Married,35059.56,2507.6
22.2,Male,Single,29836.95,853.72
29.9,Female,Single,26319.19,1967.57
18,Male,Single,27307.27,787.36
29,Male,Single,31386.66,602.03
67.2,Male,Married,60233.1,3319.28
69.9,Male,Married,50530.88,2858.27
27.8,Female,Single,26090.76,3204.69
46.2,Female,Married,41889.24,3180.47
24,Female,Married,30394.92,4082.82
21.5,Female,Single,21991.04,2843.47
56.9,Male,Married,59228.31,3270.56
48.6,Female,Married,27917.27,4360.93
31.6,Female,Single,26651.66,2528.69
22.8,Female,Single,24613.22,1861.61
22.9,Male,Single,29698.04,788.03
29,Female,Single,27576.85,2354.92
28.1,Female,Single,19439.68,770.17
30.1,Female,Single,24273.32,1547.49
23.7,Male,Single,26403.11,616.96
66.1,Male,Married,63770.39,2871.97
30.4,Female,Single,19851.13,2942.87
52.3,Male,Married,58327.46,3095.09
45.1,Female,Married,40730.68,2305.08
73.3,Male,Married,57122.65,2422.07
67.7,Female,Married,33463.87,3919.74
57.8,Male,Married,54847.27,2506.84
60.3,Male,Married,54775.24,2179.68
61.3,Female,Married,37279.22,1608.86
21.9,Male,Single,29776.46,1008.95
50.1,Female,Married,30402.31,3600.22
25.4,Male,Single,26024.88,785.91
34.3,Female,Single,22808.08,2551.88
66,Male,Married,45295.6,3124.39
35.1,Female,Single,29338.62,2281.78
21.2,Male,Single,31177.97,727.14
25.6,Male,Single,31101.11,602.38
28.7,Male,Single,28523.21,788.18
61.1,Female,Married,38577.09,3019.14
26.4,Male,Single,31273.09,143.47
53.1,Female,Married,31556.3,2926.28
34.9,Female,Single,21572.29,2180.62
23.4,Male,Single,32494.84,1244.43
48.9,Female,Married,39521.35,3124.43
35.8,Female,Single,22821.89,2769.06
24,Male,Single,29299.54,795.98
59.1,Female,Married,40516.27,3313.11
31,Male,Single,31957.75,1058.38
29.4,Male,Single,25711.42,416.73
31.4,Female,Married,42544.02,1934.08
46.8,Female,Married,38471.44,2180.8
29.9,Female,Single,24111.05,2110.82
35,Female,Single,22561.19,1533.87
22.9,Male,Single,28956.66,100
26.4,Male,Single,29701.09,100
49.4,Female,Married,35392.76,2804.41
42.2,Female,Married,43045.9,3399.74
29.8,Female,Single,25362.96,1295.31
28.1,Female,Single,20724.44,2010.73
22.2,Male,Single,28281.76,100
50,Male,Married,52635.27,2641.8
23.3,Female,Single,24717.93,2865.4
29.3,Female,Single,21170.42,4211.86
58.5,Male,Married,62466.04,3013.26
36.2,Female,Single,23700.64,2112.57
25.3,Male,Single,26798.77,159.75
18.6,Female,Single,28709.47,1901.92
61.8,Male,Married,59018.14,3081.67
26.1,Female,Single,21959.7,2186.51
28,Female,Single,22986.53,2606.95
62,Male,Married,53485.62,2765.88
27.9,Female,Single,20838.25,2159.41
44.5,Male,Married,63298.05,2997.12
23.8,Female,Single,28455.05,1898.8
54.7,Male,Married,57619.26,3151.65
22.1,Female,Single,23538.92,1672.21
59.5,Male,Married,58448.93,3719.2
33.8,Female,Married,33879.62,2427.4
55.2,Male,Married,57233.34,3300.94
27,Male,Single,28397.43,366.61
33.6,Female,Single,30710.93,2103.02
48.8,Female,Married,42336.47,3195.17
52.5,Male,Married,50225.65,3067.51
33,Female,Married,42676.66,2986.33
32.2,Female,Single,22883.7,2310.41
27.3,Male,Single,25520.69,485.87
29.4,Female,Single,20117.35,1780.71
29.2,Female,Single,21551.17,1245.02
54.8,Female,Married,36610.55,3282.67
34.4,Female,Single,13277.56,1799.84
62.3,Male,Married,52753.49,2700.17
61.4,Male,Married,49005.29,3351.43
36.8,Female,Married,39220.01,2750.15
47.4,Female,Married,28268.31,2356.83
32.4,Female,Single,22535.09,2125
32.8,Female,Single,20820.85,3080.9
20.8,Male,Single,25631.57,1586.01
53.4,Female,Married,39041.23,3484.32
22.9,Female,Single,23054.75,2352.41
31.5,Female,Single,26867.98,895.09
24,Female,Single,26011.21,2069.55
48.2,Male,Married,62173.58,3743.83
56.9,Male,Married,52547,3592.57
23.4,Male,Single,30766.73,1458.26
42.6,Female,Married,35147.97,2183.34
52.7,Female,Married,32350.48,3540.57
23.1,Male,Single,31784.64,100
46.8,Male,Married,52662.44,3296.93
68.4,Male,Married,48572.85,3800.54
24.2,Male,Single,27886.51,1294.53
61.9,Male,Married,44969.87,3417.9
33,Female,Single,20967.15,2475.09
22.2,Male,Single,24442.44,100
54.2,Male,Married,44007.61,2977.53
26.9,Female,Single,25243.45,2150.85
47.9,Female,Married,34351,3441.87
22.3,Male,Single,36700.86,969.39
42.2,Male,Married,51971.19,2712.91
53.1,Male,Married,57281.65,2596.66
27.4,Female,Single,25476.27,2902.03
28.5,Female,Single,16713.59,3669.18
27.2,Female,Single,23561.75,1514.4
27.5,Female,Single,26616.45,1722.85
42.8,Female,Married,44592.87,2754.21
48.7,Female,Married,38098.1,2564.52
33.3,Female,Single,26862.17,1530.84
30.3,Female,Married,40867.45,3311.05
29.6,Female,Single,27501.31,2978.32
63.4,Male,Married,57203.21,2962.3
61.5,Male,Married,55531.39,3093.37
61.1,Male,Married,55485.6,2501.81
21.7,Male,Single,26138.69,480.37
32.6,Female,Single,27806.8,2442.12
55.2,Male,Married,60861.86,3279.55
36.4,Male,Married,54724.88,3578.31
20.6,Male,Single,27124.79,701.38
23.6,Male,Single,29960.19,100
49.2,Male,Married,64070.81,3002.6
48.6,Female,Married,39246.79,3858.19
28,Female,Single,23698.4,1808.79
58.3,Male,Married,55651.96,3741.79
55.5,Female,Married,39113.94,4784.25
18,Male,Single,34035.66,100
55,Male,Married,57089.2,3302.21
24.9,Male,Single,34038.05,100
60,Female,Married,31965.65,2574.48
68.9,Female,Married,41392.17,1998.67
43.3,Female,Married,42177.53,2805.55
67.1,Male,Married,46284.31,3061.97
21,Male,Single,32122.18,877.46
58.3,Male,Married,46912.44,3252.59
66,Male,Married,49079.83,2853.7
23.1,Female,Single,25454.39,1358.13
42.6,Female,Married,38464.37,3642.76
30.2,Female,Single,27086.33,2145.62
43.9,Female,Married,32014.6,3602.18
24.6,Male,Single,27628.58,695.44
