Narcissus,Agrumen,Oud,Jasmine,Amber,Neroli,Indole,Vanilla,Frankincense,Bergamot,Galbanum,Magnolia,Sandalwood,Cashmeran,Citron,Opopanax,Aliphatic Aldehydes,Vetiver,Scent Quality Score
480.652,434.241,668.788,141.798,1026.002,858.654,1004.165,571.813,402.775,1696.530071,306.559,866.966,840.125,5230.295503,0,61.829,699.667,835.737,9210737.777
463.081,326.116,668.364,283.277,827.706,1175.63,893.852,724.297,254.165,2713.894181,234.884,769.756,917.023,5120.686396,171.041,182.776,716.529,793.919,16030547.93
472.348,332.687,671.621,158.661,1164.574,797.707,911.616,682.473,366.933,1849.011727,347.762,816.992,826.073,5196.153954,23.797,112.789,1018.223,812.719,15146318.4
469.042,357.908,646.644,222.706,996.506,887.957,1040.623,530.807,350.631,2264.245693,334.356,704.971,893.873,4880.044664,156.567,129.78,825.464,802.963,12113242.13
445.064,283.181,669.167,237.603,930.971,917.48,959.925,651.61,335.066,2331.069027,186.643,815.394,961.041,5184.827443,88.633,73.29,710.475,814.244,12610013.59
445.625,334.916,686.849,196.508,1061.852,1026.919,914.319,537.083,374.107,2038.50239,368.798,642.698,844.43,5258.898316,1.101,65.19,660.521,804.238,9318189.601
482.144,425.883,684.031,186.696,1085.297,991.958,964.736,541.707,309.533,2077.17205,214.082,875.025,930.868,5290.889407,237.093,282.158,787.29,792.167,11267822.87
494.668,362.854,664.581,261.289,957.158,850.459,975.621,509.039,412.78,2584.625011,358.031,732.53,848.025,5047.469957,50.593,46.97,575.871,845.117,9876470.899
492.303,344.796,640.279,194.826,1010.57,839.615,892.352,637.431,255.994,2228.399846,121.13,857.403,888.49,4823.665381,254.767,150.348,527.573,779.87,9607042.983
466.517,441.445,704.975,393.51,1088.397,821.953,951.933,587.122,378.262,3240.09526,341.769,885.352,1001.288,5403.909735,146.413,165.194,656.554,809.516,15027556.58
486.625,244.623,662.295,393.246,974.508,1080.353,935.246,671.462,451.052,3505.960726,133.862,660.17,810.887,4977.709334,66.064,263.478,753.579,822.724,19638278.91
487.602,408.439,718.474,306.01,1103.445,1043.85,950.726,314.512,372.284,2759.814148,176.67,703.867,776.187,5392.075114,99.387,105.009,806.936,795.231,9349821.436
494.137,375.278,688.243,174.482,930.307,801.954,887.741,500.695,429.303,1802.390085,299.958,824.258,985.504,5314.822204,158.728,61.619,630.78,782.901,7955895.452
516.184,447.985,664.349,284.701,1036.425,801.502,1041.039,656.955,505.397,2812.5092,298.53,776.209,671.391,5066.843974,101.309,200.731,665.031,829.322,14902533.56
493.862,407.488,656.202,175.686,1059.238,843.516,1056.174,501.56,396.44,1922.067873,269.319,805.529,727.794,5129.577925,103.91,36.258,755.379,749.3,9683471.489
482.518,249.905,708.179,133.003,873.336,1052.553,881.908,601.678,389.878,1599.45448,366.912,915.368,942.973,5372.017314,176.671,183.701,762.797,797.635,9391131.448
422.903,361.032,644.847,204.09,1066.291,860.482,900.608,662.074,455.961,2143.379499,281.565,708.77,875.483,4918.933283,28.572,170.923,534.642,750.246,9613403.412
459.895,294.997,679.693,180.019,930.296,894.465,1066.042,540.503,362.507,2055.023342,279.464,647.72,895.101,5362.746511,184.379,178.63,833.74,793.231,11191271.07
464.86,374.261,728.654,303.199,922.893,902.493,970.769,505.237,349.826,3026.776071,284.929,657.014,1028.498,5479.116057,73.521,137.754,574.124,808.866,10901742.88
471.717,359.488,687.847,115.162,981.263,860.436,875.762,612.61,432.702,1569.337126,249.473,701.576,1013.768,5032.124791,0,0,844.79,820.779,10216582.2
439.298,336.925,743.964,17.529,869.163,886.198,1010.983,649.963,360.177,984.0066736,293.735,787.697,857.721,5729.657993,128.731,82.522,755.152,804.08,6744045.438
465.597,358.568,654.276,207.913,989.526,855.741,881.21,665.451,358.347,2089.064132,167.589,813.048,864.828,5087.023425,235.466,89.89,800.7,779.434,13195181.2
481.542,310.71,626.301,170.329,869.985,917.392,973.087,508.375,351.192,1925.118623,134.085,589.881,849.873,5078.587801,70.686,80.158,477.505,846.921,6540854.373
438.921,380.793,650.835,248.132,934.34,934.847,852.701,545.751,375.233,2390.030629,358.986,837.341,971.798,5056.516667,174.548,0,506.742,772.474,8748506.32
486.582,396.099,647.251,307.734,870.383,824.932,979.847,461.98,348.452,3087.886354,352.039,690.486,920.393,5041.107075,95.706,170.36,821.097,836.415,13979952.94
467.056,386.655,728.278,232.807,980.693,1010.324,1104.17,569.069,261.333,2358.951846,250.807,776.771,1051.049,5574.541553,0,61.268,769.482,779.497,12523237.22
479.692,294.573,669.729,183.177,852.545,913.057,888.306,575.429,361.605,1874.132836,320.539,898.694,803.534,5179.435015,50.962,106.678,722.899,797.307,9846809.408
469.279,344.314,716.823,348.729,989.14,952.164,837.512,524.633,337.127,3086.928052,250.292,798.084,832.596,5466.221324,0,0,520.491,834.474,10558404.87
518.161,436.904,649.993,298.914,1121.144,878.04,893.638,577.588,355.339,2823.396076,175.102,684.889,825.365,5155.822212,110.26,167.476,847.059,779.52,16355370.78
439.655,455.501,635.911,92.938,1075.203,871.006,912.014,514.872,379.53,1412.749635,284.177,696.956,990.721,4961.764921,0,56.076,614.713,792.716,6743768.11
480.621,250.58,750.495,270.904,915.736,976.406,912.944,595.535,514.015,2572.548705,282.638,714.405,860.758,5587.800839,374.779,120.24,800.135,863.176,14220722.97
454.228,413.62,717.936,114.881,928.496,835.321,908.748,614.296,371.776,1355.305186,280.479,772.862,696.553,5430.565397,41.901,143.379,640.221,748.482,7462237.323
449.509,335.569,685.264,183.944,975.555,878.29,945.968,686.579,404.226,2100.050171,277.709,779.735,932.845,5110.604188,25.247,69.229,743.761,782.228,12752746.9
459.106,439.943,720.467,323.165,977.992,841.996,1047.433,623.831,420.744,3022.35112,365.359,750.892,981.112,5366.029143,219.12,154.775,489.484,804.603,11611169.08
445.561,446.673,670.62,116.654,980.555,679.998,901.682,516.084,244.803,1590.950728,271.03,572.406,872.755,5234.01876,33.363,74.784,742.125,794.497,8238211.42
528.248,320.247,627.292,157.068,991.285,978.213,977.456,512.543,541.872,1894.415616,223.507,733.096,802.617,4754.73697,110.139,150.448,771.888,845.195,9753259.603
448.447,301.698,632.719,166.357,1135.712,898.205,899.523,616.711,403.153,1919.373683,254.11,869.858,911.712,4763.879098,37.915,44.675,532.675,828.484,8348582.292
457.093,375.196,581.538,194.946,1060.203,803.326,911.635,617.817,359.694,2044.937496,117.41,735.261,713.205,4629.502347,104.194,202.983,808.602,777.533,12266086.21
464.896,386.884,691.811,202.305,989.643,750.366,1016.37,611.333,277.337,2306.452571,205.065,842.765,763.758,5360.346149,137.011,88.992,655.892,800.822,11410194.52
451.169,232.772,618.292,168.678,1047.532,931.264,931.399,571.862,365.997,2008.112313,142.397,744.476,710.796,4859.985405,179.56,67.184,787.07,850.934,10777918.85
420.758,304.062,711.392,203.884,1053.183,881.052,911.289,555.52,316.044,2170.710712,249.554,922.842,1026.993,5501.151077,104.673,84.644,721.18,798.208,10624576.29
521.414,460.322,643.668,168.927,1035.211,845.027,966.361,490.346,398.707,1932.445221,258.59,859.096,720.843,4779.248263,197.559,162.684,508.96,773.68,7427723.468
414.49,210.522,691.422,138.328,780.941,963.477,884.403,578.983,359.45,1724.223249,136.563,787.406,1010.501,5448.768603,137.862,217.729,535.335,806.964,6793311.999
476.29,297.742,701.488,141.534,922.45,856.383,919.198,604.7,384.66,1538.729966,175.156,701.3,800.04,5379.813236,107.45,85.411,602.737,826.793,7507907.111
479.89,383.57,643.774,114.782,922.705,962.079,968.431,662.742,424.21,1655.072915,306.012,673.825,1029.37,4839.180626,0,144.743,843.418,755.409,11419217.35
451.532,230.557,684.396,209.721,941.245,969.722,974.771,576.319,331.713,2217.206546,259.119,908.743,1023.586,5320.45719,53.425,124.382,678.826,777.213,10511915.75
475.905,348.226,673.663,197.195,1001.861,910.603,887.718,542.214,320.276,2023.776802,145.268,809.906,1002.244,5147.601849,74.46,143.367,772.17,775.874,10535640.8
489.159,335.236,698.03,209.694,945.815,869.998,857.68,463.671,256.837,2376.346623,300.12,717.298,761.323,5336.822177,147.242,253.504,753.313,827.746,10462442.1
473.489,284.644,692.585,138.939,929.214,797.746,1000.022,550.913,322.171,1606.752325,345.011,728.372,726.539,5278.897088,88.378,45.22,748.277,826.408,8640344.315
461.956,347.656,673.072,188.304,1023.233,685.16,969.618,532.914,458.691,1900.605174,324.358,778.035,941.895,5223.826991,223.428,147.193,797.201,745.488,10248349.67
497.816,442.197,698.371,179.006,986.148,946.598,801.503,500.483,385.517,1968.088883,306.406,836.566,791.114,5315.237864,191.338,111.642,816.615,804.138,10517058.34
500.062,402.301,718.083,352.373,1074.4,916.825,988.956,528.131,389.597,3158.768537,247.219,812.292,835.719,5486.80681,209.044,139.337,651.247,818.637,13327569.07
454.398,345.275,698.275,121.755,916.245,946.865,894.9,611.823,349.208,1588.661568,159.751,927.244,890.717,5364.306943,19.227,143.929,650.563,813.576,8256645.234
483.698,380.107,734.465,224.618,898.656,877.552,907.353,653.708,385.462,2316.789025,280.242,819.257,1012.357,5559.149639,104.419,192.773,627.17,808.267,11713231.5
463.309,304.507,755.597,194.051,1096.839,735.743,967.947,574.086,416.219,2170.949983,344.712,739.555,743.201,5699.569261,0,185.226,726.458,857.507,11195548.62
486.043,252.011,636.063,132.577,1142.034,846.616,897.382,502.545,415.52,1637.193395,321.83,828.255,959.261,4941.069662,0,112.062,726.253,797.102,8090427.3
501.207,412.085,659.304,122.251,995.352,1104.28,992.719,545.684,440.507,1517.543443,270.467,714.574,931.741,5057.563512,173.232,101.544,691.455,798.906,8081037.334
469.424,338.349,706.813,131.86,1065.72,881.885,916.481,492.345,429.88,1541.901886,232.717,696.438,887.084,5355.97615,151.87,65.58,757.204,800.208,7841005.259
462.187,294.915,667.593,181.646,1045.396,944.722,932.435,601.453,317.194,2154.991492,320.057,858.449,858.131,5124.290308,122.497,111.391,811.698,825.616,12619102.15
431.438,325.416,732.881,316.018,1052.339,818.473,1011.272,531.933,305.233,2897.642787,139.487,616.942,960.786,5654.486391,14.918,167.044,804.559,795.236,14285001.53
489.957,340.229,679.82,241.083,845.18,979.837,891.519,530.25,254.713,2236.968183,265.595,733.878,904.616,5143.463493,0,133.063,531.586,805.332,8374360.458
463.897,333.626,711.608,82.346,1018.204,966.864,908.136,556.559,379.047,1422.652975,366.462,697.931,843.62,5401.687724,117.239,238.563,718.766,794.767,7826829.613
496.62,311.771,647.69,275.979,988.725,969.278,1002.759,634.635,474.135,2700.874117,199.494,855.911,890.311,5066.955684,161.589,102.478,620.075,823.031,12770358.84
499.484,345.286,644.597,195.458,1011.429,907.468,915.978,615.777,401.242,2070.203652,224.93,764.175,995.372,4822.89071,223.943,104.813,734.599,888.987,11583331.6
428.221,314.59,692.474,331.942,960.555,845.2,982.204,592.435,244.941,3085.536432,173.323,860.797,857.815,5355.648004,168.691,75.349,630.268,753.098,13384143.61
440.202,303.945,693.205,202.985,1040.623,970.118,928.101,468.125,328.909,2158.510314,268.39,985.411,914.91,5422.869345,120.201,164.058,727.452,771.362,9377888.002
430.646,322.203,681.782,197.982,977.905,943.963,870.969,587.857,404.764,2217.25201,198.484,808.461,717.722,5253.745328,254.058,126.016,653.414,790.605,10395984.32
483.26,366.22,767.093,182.477,1032.05,926.249,970.125,491.044,345.023,2123.572334,287.645,731.41,886.103,5790.270001,85.303,89.897,852.857,839.147,11155684.03
486.374,311.164,642.899,130.341,906.762,824.435,1021.705,750.206,412.071,1839.862161,303.396,907.881,934.27,5016.748842,66.996,126.745,761.248,833.498,12641619.24
463.265,354.315,650.99,245.285,1060.909,874.66,951.009,582.173,450.487,2502.828787,200.752,889.489,891.595,4796.431486,52.393,63.687,806.051,773.622,13894252.57
485.746,412.797,664.401,61.163,899.593,953.321,1048.083,664.828,435.23,1256.509646,309.076,892.532,1046.406,5074.448667,114.331,79.991,730.389,867.467,8400736.083
435.472,239.247,622.232,88.784,961.965,809.774,951.984,514.001,388.554,1318.087385,389.693,829.467,855.484,4954.125276,177.102,172.415,726.798,810.053,6794499.471
430.894,215.138,691.809,297.253,1004.977,921.273,1085.039,521.342,438.374,2912.385208,279.473,850.138,893.219,5319.947586,80.709,200.049,593.321,784.541,10799237.63
458.251,368.645,672.388,201.476,944.085,985.592,936.569,573.292,373.902,2164.795985,345.822,678.556,996.017,5150.714434,71.08,134.995,658.283,791.131,10286021.05
509.431,380.727,658.873,194.682,973.158,928.691,1009.106,668.34,311.957,2235.153391,426.776,656.536,915.857,5060.690108,166.617,160.614,826.425,800.967,14772694.2
491.283,269.176,652.689,170.05,1013.603,850.339,867.701,609.376,418.213,1832.130136,15.18,815.341,890.014,5165.200838,266.803,191.518,843.726,787.076,11273898.68
466.151,348.166,704.768,98.342,1007.554,874.388,1022.167,622.687,457.625,1425.41262,278.333,628.982,865.872,5244.124698,67.562,56.346,739.337,852.982,8636642.361
464.605,372.531,667.766,223.17,1019.943,895.299,954.512,598.376,368.386,2312.016709,277.439,845.113,792.632,5110.103522,157.953,39.089,866.199,751.369,14202693.08
480.147,354.673,609.824,146.84,1048.304,887.417,1003.652,602.849,333.235,1523.589913,200.539,793.483,771.147,4789.624169,94.612,147.346,795.352,797.156,9456878.474
461.94,293.324,658.788,270.354,1107.726,1034.824,890.566,570.851,370.604,2691.543039,308.71,839.62,747.293,5173.565631,149.004,50,698.689,782.402,12863912.91
504.722,418.826,726.962,121.669,972.538,893.653,980.975,565.078,371.402,1644.997671,230.178,760.562,813.638,5486.949069,127.343,131.462,486.829,819.505,6875277.464
473.062,393.191,688.552,224.311,1039.615,1039.502,971.613,578.839,305.034,2427.597108,449.756,709.736,828.422,5057.223393,17.604,60.151,642.045,811.724,11418934.48
432.037,443.574,668.484,237.032,944.755,758.715,935.885,528.048,350.518,2477.598362,203.5,821.744,957.807,5038.324104,143.405,53.165,751.484,787.093,11936746.79
485.768,381.691,684.979,236.39,979.67,952.669,951.699,482.946,316.53,2321.674071,338.354,786.315,870.07,5184.933615,258.965,50.01,967.761,803.017,13177738.82
486.261,423.402,689.388,98.995,927.781,808.344,905.671,520.548,436.125,1355.481704,247.533,901.295,992.244,5510.8495,159.526,91.059,748.523,787.316,7569209.467
471.562,396.492,674.917,296.989,1054.465,873.197,1019.397,658.669,336.526,2850.160602,280.346,732.966,895.707,5128.503126,118.192,151.949,818.805,810.06,17688312.71
437.568,395.278,626.789,256.168,878.53,944.742,1002.709,745.98,465.341,2583.308683,117.082,904.099,906.64,4827.143269,101.305,100.621,571.561,804.434,12944620.83
481.243,357.655,718.122,138.534,976.008,954.504,846.427,599.69,414.411,1778.755814,229.611,869.993,851.39,5398.911068,92.248,27.391,735.283,772.151,10007711.89
494.765,270.553,702.216,324.287,935.662,892.86,949.087,480.344,479.472,3033.243535,317.931,737.776,933.69,5346.702776,55.806,116.311,657.506,826.298,11679181.98
520.414,375.048,698.865,194.251,888.38,1007.173,889.354,591.071,368.973,2163.775778,149.751,713.665,759.684,5288.784605,218.371,194.359,601.124,807.176,9891452.957
445.866,369.918,708.579,162.256,975.406,855.648,894.056,516.998,274.471,1975.202138,414.322,745.01,791.282,5318.981448,138.11,115.834,760.591,789.281,9941841.368
452.334,370.723,726.774,195.854,992.216,940.873,968.219,576.148,379.684,2128.590645,209.552,840.529,854.507,5545.564059,123.703,75.605,585.1,788.085,9259167.038
423.758,405.128,668.972,224.632,981.914,920.062,898.109,591.755,342.362,2299.086724,249.399,794.897,993.887,5235.689745,147.886,180.966,841.704,783.556,13520398.63
471.638,274.762,714.968,325.753,901.811,873.966,925.043,581.721,396.962,2992.903605,301.503,765.882,913.686,5438.034378,26.452,177.87,784.806,764.321,15654668.67
504.687,432.596,624.985,258.655,988.724,899.956,958.504,610.858,419.256,2573.839695,224.941,756.142,909.924,4778.614836,163.889,94.144,492.321,821.867,10145633.82
433.59,418.819,628.536,281.544,1024.777,1002.595,856.625,512.705,443.247,2704.256154,220.359,774.362,747.155,4823.429882,143.516,69.808,786.494,816.293,13043992.71
508.798,299.585,719.687,230.801,1089.008,879.223,892.824,545.002,286.051,2517.914913,176.657,818.234,877.354,5437.082833,100.762,121.077,818.346,805.727,13417949.14
481.649,340.009,689.175,247.928,1095.476,895.757,946.715,430.535,351.559,2390.79108,247.911,673.105,902.233,5109.584686,23.9,131.295,761.138,808.818,10024458.54
458.435,441.52,662.704,265.808,1038.957,841.593,982.351,555.323,386.045,2616.795583,208.158,773.131,787.112,5053.333853,155.549,79.686,592.097,826.404,10884252.84
486.979,476.824,595.665,365.879,1057.989,974.161,768.506,557.476,472.33,3325.675973,217.098,680.544,843.032,4651.75624,200.714,101.226,860.2,796.269,18441605.69
442.838,426.355,700.865,182.166,1081.69,891.711,848.455,488.881,368.724,2120.960183,341.603,686.084,900.266,5559.153917,161.277,134.798,763.068,770.035,10205897.79
467.806,358.905,740.771,210.348,985.58,1056.309,977.569,606.34,374.081,2179.794562,261.967,756.132,849.546,5478.174848,128.135,170.734,736.019,817.631,11874516.75
448.682,318.167,677.687,204.484,871.46,920.372,841.568,640.411,310.65,2104.219195,365.844,765.96,981.898,5421.975384,198.525,128.196,755.225,821.008,12172025.18
437.955,308.653,684.343,138.95,893.452,845.807,968.879,608.189,439.458,1774.869758,290.333,870.556,867.222,5384.758151,87.073,69.467,688.864,816.328,9349031.899
492.671,395.778,708.324,69.148,822.174,821.461,967.631,669.054,364.414,1309.433782,275.107,824.27,1064.094,5579.49986,68.508,116.805,650.243,825.772,7888132.41
471.146,232.847,773.824,189.276,1068.513,1037.148,917.375,522.286,294.129,2204.329541,289.417,722.237,830.677,5792.189485,111.062,115.158,515.948,827.662,7888666.216
482.235,355.234,698.274,232.204,983.674,850.122,1001.328,436.27,400.539,2290.507409,349.817,697.861,1023.214,5104.819049,66.763,188.815,633.943,828.406,8572117.069
438.656,283.912,591.977,206.687,796.078,1079.861,936.983,509.394,341.034,2265.49943,263.657,697.051,1102.789,4727.721544,0,154.052,578.61,842.932,8422317.154
475.322,354.36,684.083,162.248,959.08,940.233,786.743,646.827,388.952,1895.049728,231.82,1061.097,785.517,5111.448092,260.152,73.633,756.366,812.703,11446188.55
486.31,313.949,661.653,156.211,925.917,865.436,916.505,549.896,334.727,1947.404328,343.446,667.488,757.268,5116.850948,79.245,166.266,698.668,815.484,9575712.205
462.109,390.394,642.147,306.403,1052.92,831.331,912.415,500.44,277.864,2970.994702,161.708,906.77,1034.821,4903.114057,47.525,113.062,583.371,796.293,10848136.2
469.86,445.174,719.603,263.627,981.799,923.901,971.76,722.081,366.184,2552.520643,396.442,722.186,853.133,5340.298517,106.001,117.634,646.651,827.311,14343021.49
485.576,343.165,686.193,341.963,999.678,819.931,911.732,593.277,360.446,3221.907131,113.446,873.91,910.812,5261.311418,175.487,192.689,562.219,806.121,12857617.26
477.113,357.389,625.542,202.204,1057.846,1036.91,922.484,631.141,344.014,1987.201474,393.642,887.606,860.668,4891.523438,100.165,97.233,615.866,730.687,10087279.72
471.12,306.541,668.966,296.181,987.027,893.168,895.414,630.716,461.731,2714.929954,323.05,739.157,733.385,5092.088286,58.588,87.632,612.327,764.746,12584101.31
466.869,332.337,711.854,51.802,1035.581,1000.111,782.904,591.818,417.209,1045.150611,254.555,846.745,899.893,5508.236275,0,175.45,568.288,804.961,5601087.493
459.287,354.475,674.272,278.503,885.067,838.587,905.348,514.439,380.942,2737.092224,368.712,775.446,919.976,5132.97744,155.805,177.479,799.365,794.34,13385401.16
482.585,411.054,761.437,188.826,976.314,672.716,964.092,610.152,430.075,1909.051368,166.739,688.96,859.031,5658.805396,37.009,200.866,756.618,804.191,11014074.18
516.825,301.885,720.824,317.216,961.734,949.007,848.016,565.949,403.332,2904.016094,204.266,802.995,926.433,5513.005966,72.275,74.087,739.348,803.73,14335049.76
477.335,330.171,675.027,164.477,959.9,936.781,1020.697,592.05,318.092,1839.763279,223.082,741.421,798.863,5294.886371,201.426,83.091,502.15,792.914,7523557.825
483.459,400.855,740.306,215.837,799.955,886.598,1012.38,590.212,361.729,2325.909279,195.312,760.986,786.503,5467.390578,77.319,87.763,713.231,823.227,11875244.41
501.832,345.537,724.875,107.75,991.833,792.254,769.746,543.597,399.367,1352.88991,130.713,797.768,815.57,5429.277423,86.25,164.206,686.944,809.355,7164601.748
463.617,334.861,680.772,252.286,939.09,759.88,924.81,511.65,473.29,2509.329107,346.932,707.476,802.931,5036.787546,171.37,35.707,704.723,756.533,11139873.35
477.486,223.804,713.305,432.336,960.85,1066.797,953.196,487.92,580.99,3664.146043,141.053,809.577,941.934,5462.893606,123.54,115.86,757.248,816.223,15392425.43
488.552,340.994,726.176,13.063,805.791,953.228,927.572,504.712,357.071,623.8683874,287.705,797.963,833.413,5558.437786,224.094,32.411,584.549,833.577,3883160.964
482.595,373.017,686.834,232.724,1115.268,799.985,842.889,486.719,389.01,2195.172065,336.884,784.686,887.16,5281.144883,51.988,243.446,592.294,830.66,8715427.961
456.701,331.068,696.56,331.753,1037.861,943.723,935.185,573.245,395.961,3067.006504,159.801,981.068,945.485,5362.865391,62.749,169.383,708.143,780.943,14509682.84
452.628,371.511,684.089,236.128,855.619,946.964,967.655,529.571,364.562,2213.475461,205.523,840.247,972.759,5245.958802,170.939,142.16,655.969,773.402,9673061.333
433.025,419.77,666.814,406.077,976.23,851.776,993.608,615.949,328.553,3600.093099,276.17,736.445,948.346,5113.019525,70.47,32.897,685.819,777.029,17375482.81
466.306,280.433,714.367,187.74,1136.034,941.606,882.348,541.29,359.488,1935.352008,167.515,764.777,844.639,5247.874333,53.579,110.202,898.298,822.702,11383741.83
478.619,274.204,679.23,144.14,971.817,1031.078,992.225,605.795,374.178,1716.254295,132.184,783.063,855.112,5167.029447,104.401,189.24,731.204,755.218,9482017.623
493.187,337.053,716.737,235.835,1042.368,805.581,967.824,503.674,447.491,2349.32067,267.483,764.938,758.461,5274.016899,165.068,59.924,820.103,818.244,11946022.98
472.373,363.361,647.505,255.107,1035.258,968.961,965.066,665.621,390.086,2493.809032,235.109,886.605,794.439,4932.341856,213.964,139.912,697.934,838.275,13800942.3
470.038,395.734,625.953,184.44,962.248,1016.386,956.012,644.284,342.55,1996.59543,346.659,707.785,777.515,4937.913641,159.945,123.745,785.162,795.872,12339938.66
474.198,439.224,708.969,200.964,912.152,824.497,979.978,587.753,395.012,2124.058656,138.067,858.889,890.566,5361.684502,242.975,57.949,736.81,784.419,11373865.18
481.694,292.814,681.394,201.436,965.54,881.702,1037.487,634.704,440.794,2009.551852,209.277,686.151,827.567,5189.191796,126.459,203.161,984.245,792.075,14546924.9
489.657,410.845,690.011,232.022,968.056,857.211,1040.67,625.515,350.745,2358.482086,215.16,756.747,1094.853,5279.206779,29.015,45.064,556.278,807.122,10484910.75
433.096,320.217,665.306,133.685,1111.504,933.596,972.915,549.307,462.112,1736.014012,131.427,905.082,881.507,5153.765656,89.554,113.078,712.228,788.86,8711463.662
480.99,396.346,716.665,243.383,1019.42,840.589,785.774,464.484,332.249,2458.141431,206.339,833.883,942.761,5375.370647,203.193,72.298,781.305,811.159,11185903.22
444.875,283.805,687.936,72.426,1026.399,899.527,1002.02,657.026,440.893,1072.851266,256.357,706.587,939.056,5237.562094,206.256,153.137,852.967,837.675,7900844.844
464.075,358.891,685.641,151.104,1049.179,836.489,866.368,460.785,417.356,1770.599871,366.907,815.859,825.176,5304.130836,168.966,118.067,900.788,771.416,9613730.353
469.341,372.162,733.97,269.862,982.107,960.537,863.046,586.985,363.472,2898.45859,288.405,702.271,866.362,5563.20131,127.454,107.174,557.851,817.68,11678940.16
498.186,308.827,683.291,298.658,1033.748,961.552,942.13,469.213,301.701,2895.787265,231.147,721.996,901.78,5348.342378,28.319,103.77,645.989,756.079,10934824.24
496.703,425.627,690.228,129.532,979.44,1048.199,910.54,510.213,415.034,1576.067256,295.291,632.75,867.172,5203.670438,85.058,41.921,711.557,792.523,8066939.873
462.345,315.468,706.735,239.087,911.616,790.64,742.567,636.435,402.567,2472.811621,392.486,902.078,1050.374,5386.036576,112.209,66.432,753.475,822.537,14010675.69
441.091,460.762,678.905,103.925,977.526,983.422,950.497,553.448,292.963,1201.733497,245.234,737.125,849.274,5224.774472,120.251,224.036,480.847,742.954,5378054.651
453.545,350.68,677.952,364.662,957.649,819.722,975.191,653.615,304.658,3286.285058,299.781,889.886,821.557,5168.619892,266.805,154.865,800.208,819.928,19348766.93
499.143,293.26,663.277,67.393,924.408,805.928,851.303,487.843,323.884,1250.318717,264.771,738.358,906.086,5233.423389,139.724,140.98,837.023,818.23,7151050.064
487.432,360.182,737.595,140.566,919.673,802.083,1016.868,568.752,324.779,1609.872937,224.109,862.194,825.002,5570.571749,208.713,140.803,847.141,795.769,9909819.894
414.782,360.166,681.746,334.917,970.528,947.611,1080.324,568.128,364.652,3014.264406,252.505,754.847,799.957,5247.413333,229.989,105.175,693.466,821.286,13841602.61
504.64,408.341,633.603,335.584,921.72,982.335,886.821,518.296,345.178,2991.84401,202.014,850.513,871.648,4939.937753,133.233,151.755,720.984,856.58,13497451
471.938,294.967,714.757,185.063,994.494,678.288,970.266,597.798,411.315,2154.831732,382.092,679.775,726.155,5490.473178,142.22,107.054,769.115,830.481,11999623.57
467.657,347.92,594.602,359.854,871.702,914.691,897.546,632.891,307.612,3303.959763,198.029,855.229,913.037,4715.097447,60.526,93.149,591.376,832.189,14395750.64
461.985,382.638,678.075,273.396,861.791,921.799,935.063,612.425,387.812,2732.850716,223.296,677.063,785.755,5203.084514,107.273,190.882,690.515,787.076,13583951.72
482.377,354.691,713.577,230.118,1100.835,975.103,944.114,583.153,471.663,2413.242518,290.044,756.656,792.396,5549.880198,102.302,174.417,549.834,839.232,10039750.94
478.94,244.923,693.867,260.255,1126.092,906.009,942.384,564.084,314.329,2590.976312,336.704,715.77,976.478,5365.979135,129.658,52.705,878.503,811.266,14920922.23
453.478,227.927,697.067,121.719,906.155,919.752,876.705,449.321,437.611,1646.770496,175.16,665.298,881.417,5311.831279,117.66,149.477,790.782,805.023,7528001.005
511.128,459.836,662.507,139.187,988.647,874.242,1006.274,544.983,473.665,1747.427619,291.576,813.615,883.037,5237.889406,126.776,68.304,603.065,823.082,8287883.255
447.534,361.177,702.115,173.74,1019.065,779.001,888.3,557.253,372.921,2068.78997,215.5,801.321,997.471,5498.541726,145.813,104.81,691.713,807.757,10038541.58
439.839,272.939,622.059,366.853,1008.679,1094.193,843.59,565.004,373.795,3322.235129,222.646,776.217,1016.131,4808.319152,37.605,89.986,570.947,737.84,12579264.81
451.335,408.556,649.452,188.888,858.898,977.186,971.262,759.445,362.338,1975.682657,225.693,932.567,902.463,5139.698625,166.531,62.448,748.286,790.513,13306747.9
445.197,383.959,663.781,267.814,1002.985,933.323,947.417,541.693,325.1,2506.597021,253.542,908.606,772.574,5117.766302,145.423,28.622,499.369,800.717,8934476.573
480.641,344.58,686.397,206.413,932.608,760.474,1011.808,577.958,424.029,2130.400598,306.094,646.186,756.642,5108.956939,81.122,137.582,726.159,791.785,11051869.89
492.829,392.244,607.472,246.115,1002.295,810.753,959.159,569.071,433.974,2413.22164,289.942,738.649,851.37,4671.923306,25.426,66.621,662.96,808.246,11428688.45
445.263,400.988,667.814,227.898,972.794,832.585,932.246,675.808,358.358,2258.469202,339.48,843.77,1040.35,5146.970692,40.528,199.289,861.453,753.948,15371356.33
450.353,313.947,727.407,315.115,1092.517,940.158,894.962,534.874,481.232,2943.07405,257.876,767.958,1015.989,5551.911491,180.955,87.227,694.746,809.485,13010510.38
479.129,444.09,683.544,102.981,1050.993,859.321,760.442,522.345,223.22,1526.446955,210.998,714.702,854.2,5223.84935,32.945,50.422,631.423,805.18,7353295.173
